"unit_id","lab","identifier","framework_version","framework_year","section_heading","locator","unit_type","context_stem","excerpt","paraphrase","modal_register","stated_bar","duplicate_of","removal_candidate","transition_id","prior_unit_id","prior_stated_bar","prior_counterpart_excerpt","prior_modal_register"
"GDM-FSF-v3-1-0173","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 1.b.i","bullet","This residual risk assessment could take into account factors such as:","The effectiveness of the mitigations. For example, tests run on the safeguards may suggest that it is very unlikely they can be circumvented by external threat actors or the model in question.","Mitigation effectiveness is one factor, evidenced by tests suggesting low likelihood of circumvention by external actors or the model.","conditional","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0138","NONE","How much the risk has been reduced by mitigations. For example, tests run on the safeguards may suggest that it is very unlikely they can be circumvented by external threat actors or the model in question to increase ML R&D risk.","conditional"
"GDM-FSF-v3-1-0174","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 1.b.ii","bullet","This residual risk assessment could take into account factors such as:","The likelihood and consequences of model misuse or misalignment, capability improvements after the risk assessment, and likelihood and consequences of our mitigations being circumvented, deactivated, or subverted.","Another factor is likelihood and consequences of misuse or misalignment, post-assessment capability gains, and mitigation circumvention.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0139","NONE","The likelihood and consequences of model misuse or misalignment, capability improvements after the risk assessment, and likelihood and consequences of our mitigations being circumvented, deactivated, or subverted.","none"
"GDM-FSF-v3-1-0175","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 1.b.iii","bullet","This residual risk assessment could take into account factors such as:","The scope of the deployment. For example, small-scale and private deployments may pose substantially less risk than large-scale or public deployments.","Deployment scope is a factor, since small private deployments may pose less risk than large public ones.","conditional","NONE","GDM-FSF-v3-1-0131","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0140","NONE","The scope of the deployment. For example, small scale and private deployments may pose substantially less risk than large scale or public deployments.","conditional"
"GDM-FSF-v3-1-0176","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 1.b.iv","bullet","This residual risk assessment could take into account factors such as:","Model propensity for, historical incidence of and severity of related events: for example, such data may suggest a high (or low) likelihood of misalignment in or misuse of models at the T/CCL, and mitigations would consequently have to be stronger (or not as strong) for deployment to be appropriate.","Model propensity and historical incidence/severity data inform whether mitigations need to be stronger or weaker for deployment.","conditional","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0141","NONE","Model propensity for, historical incidence of and severity of related events: for example, such data may suggest a high (or low) likelihood of misalignment in or misuse of models at the CCL, and mitigations would consequently have to be stronger (or not as strong) for deployment to be appropriate.","conditional"
"GDM-FSF-v3-1-0177","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 1.c","bullet","Development and assessment of mitigations: safeguards and an accompanying residual risk assessment are developed by iterating on the following:","Where the model has reached a CCL, the residual risk assessment will be supplemented with a safety case.","If the model reaches a CCL, a safety case supplements the residual risk assessment.","mandatory","CCL","GDM-FSF-v3-1-0134","false","GDM-FSF-v3-0_v3-1","NONE","NONE","NONE","NONE"
"GDM-FSF-v3-1-0178","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","fn9","footnote","NONE","While the RAND framework is not specifically designed to address this case, we index it at present because it is the most useful reference in this area.","The RAND framework, though not designed for this case, is currently used as the best available reference.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","NONE","NONE","NONE","NONE"
"GDM-FSF-v3-1-0179","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","fn10","footnote","NONE","See section 6 of https://arxiv.org/abs/2504.01849.","A footnote pointing to an external reference for further detail.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","NONE","NONE","NONE","NONE"
"GDM-FSF-v3-1-0180","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 2","numbered","NONE","Pre-deployment review of residual risk assessment: external deployments and high-risk internal deployments of a model take place only after the appropriate governance function determines the residual risk to be acceptable (including a safety case where a CCL has been reached).","External and high-risk internal deployments proceed only after governance determines residual risk acceptable, including via a safety case at CCL.","mandatory","CCL","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0142","NONE","Pre-deployment review of safety case: external deployments and large scale internal deployments of a model take place only after the appropriate governance function determines the safety case regarding each CCL the model has reached to be adequate.","mandatory"
"GDM-FSF-v3-1-0181","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 2","numbered","Pre-deployment review of residual risk assessment","In particular, we will deem deployment mitigations adequate if the evidence suggests that for the T/CCLs the model has reached, the increase in likelihood of harm from the proposed deployment has been reduced to an acceptable level.","Deployment mitigations are deemed adequate when evidence shows harm-increase likelihood has been reduced to acceptable levels for relevant T/CCLs.","conditional","NONE","GDM-FSF-v3-1-0136","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0143","NONE","In particular, we will deem deployment mitigations adequate if the evidence suggests that for the CCLs the model has reached, the increase in likelihood of severe harm has been reduced to an acceptable level.","conditional"
"GDM-FSF-v3-1-0182","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 3","numbered","NONE","Post-deployment processes: our residual risk assessments, safety cases and mitigations may be updated as a result of post-market monitoring, including information about incidents relating to our frontier safety risk domains.","Post-deployment monitoring may lead to updates of risk assessments, safety cases, and mitigations.","conditional","NONE","GDM-FSF-v3-1-0137","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0144","NONE","Post-deployment processes: our safety cases and mitigations may be updated if deemed necessary by post-market monitoring. Material updates to a safety case will be submitted to the appropriate governance function for review.","mandatory"
"GDM-FSF-v3-1-0183","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2 / step 3","numbered","Post-deployment processes","Material updates to a safety case will be submitted to the appropriate governance function for review and might result in updates to the related residual risk assessment or safety case.","Material safety case updates are submitted to governance for review, potentially updating the risk assessment or safety case.","mandatory","NONE","GDM-FSF-v3-1-0138","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0144","NONE","Post-deployment processes: our safety cases and mitigations may be updated if deemed necessary by post-market monitoring. Material updates to a safety case will be submitted to the appropriate governance function for review.","mandatory"
"GDM-FSF-v3-1-0184","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2","paragraph","NONE","This process is designed to ensure that residual risk remains at acceptable levels: evidence of efficacy collected during development and testing, as well as expert-driven estimates of other parameters, will enable us to assess residual risk and to detect substantial changes that invalidate our risk assessment.","The process aims to keep residual risk acceptable via efficacy evidence and expert estimates to detect invalidating changes.","mandatory","NONE","GDM-FSF-v3-1-0139","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0145","NONE","This process is designed to ensure that residual risk remains at acceptable levels: evidence of efficacy collected during development and testing, as well as expert-driven estimates of other parameters, will enable us to assess residual risk and to detect substantial changes that invalidate our risk assessment.","mandatory"
"GDM-FSF-v3-1-0185","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.1.2 Deployment Mitigations","3.1.2","paragraph","NONE","With iteration on mitigations and residual risk assessments, we believe that we are able to make informed decisions about the level of risk via a T/CCL before a model is deployed, and prevent models posing unacceptable levels of risk from being deployed.","Iteration on mitigations and assessments is intended to allow informed risk decisions and prevent deployment of unacceptably risky models.","aspirational","NONE","GDM-FSF-v3-1-0140","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0146","NONE","With iteration on safeguards and safety cases, we believe that we are able to make informed decisions about the level of risk via a CCL before a model is released or deployed internally at scale, and reliably prevent models posing unacceptable levels of risk from being deployed.","aspirational"
"GDM-FSF-v3-1-0186","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2 ML R&D and Misalignment Capability Levels","3.2","paragraph","NONE","We take a tiered approach to addressing ML R&D and misalignment risks:","A tiered approach is used to address ML R&D and misalignment risks.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0164","NONE","Misalignment can pose a number of risks. In the context of the Framework, we address specific scenarios where general-purpose AI agents are potentially misaligned and can become difficult to control, thereby posing a risk of severe harm.","none"
"GDM-FSF-v3-1-0187","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2 ML R&D and Misalignment Capability Levels","3.2 / bullet 1","bullet","We take a tiered approach to addressing ML R&D and misalignment risks:","We set a Stealth and Situational Awareness TCL that indicates a baseline level of model capability above which misalignment risks may begin to arise. At this capability level we apply a proportionate set of mitigation and risk acceptance determination processes.","A Stealth and Situational Awareness TCL marks a baseline capability above which misalignment risks may arise, triggering proportionate mitigations.","mandatory","Stealth and Situational Awareness TCL","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0165","NONE","Here we describe an approach for addressing misalignment risk that focuses specifically on when models may develop a baseline instrumental reasoning ability at which, without additional mitigations, they may have the potential to undermine human control.","conditional"
"GDM-FSF-v3-1-0188","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2 ML R&D and Misalignment Capability Levels","3.2 / bullet 2","bullet","We take a tiered approach to addressing ML R&D and misalignment risks:","We set ML R&D CCLs that indicate higher capability levels at which misalignment, misuse and structural risks are heightened and may reach a severe scale. At these capability levels we apply a stronger set of mitigations, and follow the risk acceptance process as detailed in the rest of the framework.","ML R&D CCLs mark higher capability levels with heightened misalignment, misuse, and structural risks, triggering stronger mitigations and the framework's risk acceptance process.","mandatory","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0147","NONE","The table below details a set of ML R&D CCLs we have identified that may lead to heightened severe risk through ML R&D. We expect these to evolve over time.","none"
"GDM-FSF-v3-1-0189","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.1 Stealth and Situational Awareness Tracked Capability Level","3.2.1","paragraph","NONE","The Stealth and Situational Awareness TCL is defined as follows:","Lead-in sentence introducing the Stealth and Situational Awareness TCL definition.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0169","NONE","Accordingly, we do not indicate security mitigations for models at these CCLs. The table below summarizes the initial approach:","none"
"GDM-FSF-v3-1-0190","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.1 Stealth and Situational Awareness Tracked Capability Level","3.2.1","callout","NONE","Stealth and Situational Awareness TCL: The instrumental reasoning abilities of the model enable enough situational awareness (ability to discover and use relevant details of its deployment setting) and stealth (ability to circumvent basic oversight mechanisms) such that, absent additional mitigations, we cannot rule out the model significantly undermining human control.","The TCL is defined as the point where instrumental reasoning enables sufficient situational awareness and stealth that undermining human control cannot be ruled out absent added mitigations.","conditional","Stealth and Situational Awareness TCL","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0170","Instrumental Reasoning Level 1","Instrumental Reasoning Level 1: The instrumental reasoning abilities of the model enable enough situational awareness (ability to work out and use relevant details of its deployment setting) and stealth (ability to circumvent basic oversight mechanisms) such that, absent additional mitigations, we cannot rule out the model significantly undermining human control.","conditional"
"GDM-FSF-v3-1-0191","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.1 Stealth and Situational Awareness Tracked Capability Level","3.2.1","paragraph","NONE","When a model has reached this TCL, we will carry out periodic residual risk assessments of the misalignment risk posed.","Reaching this TCL triggers periodic residual risk assessments of misalignment risk.","mandatory","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0171","NONE","Automated monitoring: monitoring system to detect illicit use of instrumental reasoning capabilities in a model's chain-of-thought may be applied in high-stakes internal deployments where there is significant risk of the model undermining human control.","conditional"
"GDM-FSF-v3-1-0192","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.1 Stealth and Situational Awareness Tracked Capability Level","3.2.1","paragraph","NONE","This assessment may take into account models' alignment propensities, capabilities, and our defenses against misaligned models.","The assessment may consider alignment propensities, capabilities, and defenses against misaligned models.","conditional","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0171","NONE","Automated monitoring: monitoring system to detect illicit use of instrumental reasoning capabilities in a model's chain-of-thought may be applied in high-stakes internal deployments where there is significant risk of the model undermining human control.","conditional"
"GDM-FSF-v3-1-0193","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.1 Stealth and Situational Awareness Tracked Capability Level","3.2.1","paragraph","NONE","Since misalignment risks can manifest through internal use, these assessments will also account for the safety implications of high-risk internal deployments for such models.","Assessments also address safety implications of high-risk internal deployments, since misalignment risks may manifest through internal use.","mandatory","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0171","NONE","Automated monitoring: monitoring system to detect illicit use of instrumental reasoning capabilities in a model's chain-of-thought may be applied in high-stakes internal deployments where there is significant risk of the model undermining human control.","conditional"
"GDM-FSF-v3-1-0194","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.1 Stealth and Situational Awareness Tracked Capability Level","3.2.1","paragraph","NONE","If the risk assessment deems the residual risk from internal deployment to be unacceptable without additional safeguards (such as chain-of-thought monitoring on high-risk deployments), these will be applied.","If internal deployment residual risk is deemed unacceptable without additional safeguards like chain-of-thought monitoring, those safeguards will be applied.","mandatory","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0166","NONE","When models reach this capability level, one possible mitigation is to apply an automated monitor to the model's explicit reasoning (e.g. chain-of-thought output).","conditional"
"GDM-FSF-v3-1-0195","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.2 ML R&D Critical Capability Levels","3.2.2","paragraph","NONE","We define ML R&D CCLs at capability levels at which misalignment, misuse and structural risks may reach a severe scale. We expect these to evolve over time.","ML R&D CCLs are defined at capability levels risking severe-scale misalignment, misuse, or structural harm, and are expected to evolve.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0147","NONE","The table below details a set of ML R&D CCLs we have identified that may lead to heightened severe risk through ML R&D. We expect these to evolve over time.","none"
"GDM-FSF-v3-1-0196","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.2 ML R&D Critical Capability Levels","3.2.2","paragraph","NONE","We recommend a security level for each of these CCLs, which reflect our assessment of the minimum appropriate level of security the field of frontier AI should apply to models reaching each CCL.","Recommended security levels for these CCLs reflect the minimum standard the frontier AI field should apply.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0148","NONE","We recommend a security level for each of these CCLs, which reflect our assessment of the minimum appropriate level of security the field of frontier AI should apply to models reaching each CCL.","aspirational"
"GDM-FSF-v3-1-0197","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D acceleration level 1 / Critical Capability Level","table_cell","Row: ML R&D acceleration level 1; Column: Critical Capability Level","ML R&D acceleration level 1: Has been used to accelerate AI development, resulting in AI progress substantially accelerating from historical rates.","ML R&D acceleration level 1 is defined as use that substantially accelerates AI progress beyond historical rates.","none","ML R&D acceleration level 1","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0151","ML R&D acceleration level 1","ML R&D acceleration level 1: Has been used to accelerate AI development, resulting in AI progress substantially accelerating from historical rates.","none"
"GDM-FSF-v3-1-0198","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D acceleration level 1 / Recommended security level and rationale","table_cell","Row: ML R&D acceleration level 1; Column: Recommended security level and rationale","Security level 3 Unrestricted access to models at this level of capability could significantly increase a threat actor's ability to progress to yet more powerful models and other critical capabilities.","Security level 3 is recommended because unrestricted access could significantly boost a threat actor's path to more powerful models and other critical capabilities.","none","Security level 3","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0152","Security level 3","Security level 3","none"
"GDM-FSF-v3-1-0199","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D acceleration level 1 / Recommended security level and rationale","table_cell","Row: ML R&D acceleration level 1; Column: Recommended security level and rationale","The exfiltration of such a model may therefore have a significant effect on society's ability to adapt to and govern powerful AI models, effects that may have long-lasting consequences. Substantially strengthened security is therefore recommended.","Exfiltration could significantly affect society's ability to govern powerful AI with long-lasting consequences, justifying substantially strengthened security.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0153","NONE","Unrestricted access to models at this level of capability could significantly increase a threat actor's ability to progress to yet more powerful models and other critical capabilities. The exfiltration of such a model may therefore have a significant effect on society's ability to adapt to and govern powerful AI models, effects that may have long-lasting consequences.","conditional"
"GDM-FSF-v3-1-0200","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D acceleration level 1 / Recommended security level and rationale","table_cell","Row: ML R&D acceleration level 1; Column: Recommended security level and rationale","However, we expect that acceleration will stem from systems of models integrated with workflows, rather than the model alone. The overall reduced impact of model weights counts against security levels with substantial innovation costs.","Because acceleration likely stems from integrated systems rather than a single model, this argues against costly security levels.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0155","NONE","However, we expect that acceleration will stem from systems of models integrated with workflows, rather than the model alone. The overall reduced impact of model weights counts against security levels with substantial innovation costs.","conditional"
"GDM-FSF-v3-1-0201","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D automation level 1 / Critical Capability Level","table_cell","Row: ML R&D automation level 1; Column: Critical Capability Level","ML R&D automation level 1: Can fully automate the work of any team of researchers at Google focused on improving AI capabilities, with approximately comparable all-inclusive costs.","ML R&D automation level 1 is defined as full automation of any Google AI-capability research team at comparable cost.","none","ML R&D automation level 1","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0158","ML R&D automation level 1","ML R&D automation level 1: Can fully automate the work of any team of researchers at Google focused on improving AI capabilities, with approximately comparable all-inclusive costs.","none"
"GDM-FSF-v3-1-0202","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D automation level 1 / Recommended security level and rationale","table_cell","Row: ML R&D automation level 1; Column: Recommended security level and rationale","We recommend Security level 4 for this capability threshold, but emphasize that this must be taken on by the frontier AI field as a whole.","Security level 4 is recommended for this threshold, requiring field-wide adoption.","mandatory","Security level 4","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0159","Security level 4","We recommend Security level 4 for this capability threshold, but emphasize that this must be taken on by the frontier AI field as a whole.","mandatory"
"GDM-FSF-v3-1-0203","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D automation level 1 / Recommended security level and rationale","table_cell","Row: ML R&D automation level 1; Column: Recommended security level and rationale","Unrestricted access to models at this level of capability could give an actor (or AI systems) with adequate computational resources the ability to reach capabilities much more powerful than those in the other CCLs listed in a short amount of time.","Unrestricted access at this level could let a well-resourced actor or AI system quickly reach far more powerful capabilities than other listed CCLs.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0160","NONE","Unrestricted access to models at this level of capability could give an actor (or AI systems) with adequate computational resources the ability to reach capabilities much more powerful than those in the other CCLs listed in a short amount of time.","conditional"
"GDM-FSF-v3-1-0204","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D automation level 1 / Recommended security level and rationale","table_cell","Row: ML R&D automation level 1; Column: Recommended security level and rationale","This could be catastrophic if there is no effective way of defending against rapidly improving and potentially superhuman AI systems wielded by threat actors.","Lack of effective defenses against rapidly improving, potentially superhuman AI wielded by threat actors could be catastrophic.","conditional","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0161","NONE","This could be catastrophic if there is no effective way of defending against rapidly improving and potentially superhuman AI systems wielded by threat actors.","conditional"
"GDM-FSF-v3-1-0205","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","Table 3.2.2.a: ML R&D CCLs and Security Mitigations","Table 3.2.2.a / ML R&D automation level 1 / Recommended security level and rationale","table_cell","Row: ML R&D automation level 1; Column: Recommended security level and rationale","Therefore, we recommend models at this level of capability have exceptional security even though they may have substantial innovation costs.","Exceptional security is recommended for this capability level despite substantial innovation costs.","mandatory","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0162","NONE","Therefore, we recommend models at this level of capability have exceptional security even though they may have substantial innovation costs.","conditional"
"GDM-FSF-v3-1-0206","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.2 ML R&D Critical Capability Levels","fn11","footnote","NONE","The same caveats regarding security levels for misuse CCLs apply.","The earlier caveats about misuse-CCL security levels also apply here.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0156","NONE","The same caveats regarding security levels for misuse CCLs apply.","none"
"GDM-FSF-v3-1-0207","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.2 ML R&D Critical Capability Levels","fn12","footnote","NONE","This level may include mitigations aligned with SL 2+, plus additional mitigations designed to prevent unilateral access, harden infrastructure, and prevent data exfiltration.","This security level may include SL 2+ mitigations plus measures preventing unilateral access, hardening infrastructure, and preventing data exfiltration.","conditional","SL 2+","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0157","SL 2","This level may include mitigations aligned with SL 2, plus additional mitigations designed to prevent unilateral access, harden infrastructure, and prevent data exfiltration.","conditional"
"GDM-FSF-v3-1-0208","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","3.2.2 ML R&D Critical Capability Levels","fn13","footnote","NONE","This level may include mitigations aligned with SL 2+ and 3, plus additional mitigations aimed to isolate model weights, enhanced data center security, further hardening of infrastructure and minimizing potential attack surface.","This security level may include SL 2+ and SL 3 mitigations plus measures to isolate model weights, enhance data center security, further harden infrastructure, and minimize attack surface.","conditional","SL 2+ and 3","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0163","SL 2 and 3","This level may include mitigations aligned with SL 2 and 3, plus additional mitigations aimed to isolate model weights, enhanced data center security, further hardening of infrastructure and minimizing potential attack surface.","conditional"
"GDM-FSF-v3-1-0209","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","4.1 Governance structure","4.1","paragraph","NONE","We have in place a well-established and comprehensive internal governance structure designed to ensure the robust implementation of the processes outlined in this Frontier Safety Framework.","An established internal governance structure exists to ensure robust implementation of this Framework's processes.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","NONE","NONE","NONE","NONE"
"GDM-FSF-v3-1-0210","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","4.1 Governance structure","4.1","paragraph","NONE","Responsibilities for assessing and mitigating risks are clearly defined and allocated across all levels of the organization.","Risk assessment and mitigation responsibilities are defined and distributed throughout the organization.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","NONE","NONE","NONE","NONE"
"GDM-FSF-v3-1-0211","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","4.1 Governance structure","4.1","paragraph","NONE","This includes legal, compliance, and safety reviews with escalation procedures to ensure appropriate oversight.","The structure includes legal, compliance, and safety reviews plus escalation procedures for oversight.","none","NONE","NONE","false","GDM-FSF-v3-0_v3-1","NONE","NONE","NONE","NONE"
"GDM-FSF-v3-1-0212","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","5.1 Updates","5.1","paragraph","NONE","The Frontier Safety Framework will be reviewed at least once a year—more frequently if we have reasonable grounds to believe the adequacy of the Framework or our adherence to it has been materially undermined.","The Framework is reviewed at least annually, or more often if its adequacy or adherence to it is believed materially undermined.","mandatory","at least once a year","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0174","at least once a year","The Frontier Safety Framework will be updated at least once a year—more frequently if we have reasonable grounds to believe the adequacy of the Framework or our adherence to it has been materially undermined.","mandatory"
"GDM-FSF-v3-1-0213","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","5.1 Updates","5.1","paragraph","NONE","The process will involve (i) an assessment of the Framework's appropriateness for the management of significant and severe risk, drawing on information sources such as record of adherence to the framework, relevant high-quality research, information shared through industry forums, and evaluation results, as necessary, and (ii) an assessment of our adherence to the Framework.","The review process assesses the Framework's appropriateness using multiple information sources, and assesses adherence to the Framework.","mandatory","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0175","NONE","The process will involve (i) an assessment of the Framework's appropriateness for the management of systemic risk, drawing on information sources such as record of adherence to the framework, relevant high-quality research, information shared through industry forums, and evaluation results, as necessary, and (ii) an assessment of our adherence to the Framework.","mandatory"
"GDM-FSF-v3-1-0214","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","5.1 Updates","5.1","paragraph","NONE","Following this assessment, we may:","Lead-in sentence to possible post-assessment actions.","conditional","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0176","NONE","Following this assessment, we may:","conditional"
"GDM-FSF-v3-1-0215","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","5.1 Updates","5.1 / bullet 1","bullet","Following this assessment, we may:","Update our risk domains and T/CCLs, where necessary.","Risk domains and T/CCLs may be updated where necessary.","conditional","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0177","NONE","Update our risk domains and CCLs, where necessary.","conditional"
"GDM-FSF-v3-1-0216","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","5.1 Updates","5.1 / bullet 2","bullet","Following this assessment, we may:","Update our testing and mitigation approaches, where needed to ensure risk remains adequately assessed and addressed according to our current understanding.","Testing and mitigation approaches may be updated where needed to ensure risk remains adequately assessed and addressed.","conditional","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0178","NONE","Update our testing and mitigation approaches, where needed to ensure risk remains adequately assessed and addressed according to our current understanding.","conditional"
"GDM-FSF-v3-1-0217","Google DeepMind","GDM-FSF-v3-1","Version 3.1","2026","5.1 Updates","5.1","paragraph","NONE","The updated version and framework assessment will be reviewed by the appropriate corporate governance bodies.","Corporate governance bodies review the updated version and framework assessment.","mandatory","NONE","NONE","false","GDM-FSF-v3-0_v3-1","GDM-FSF-v3-0-0179","NONE","The updated version and framework assessment will be reviewed by the appropriate corporate governance bodies.","mandatory"
