"unit_id","lab","identifier","framework_version","framework_year","section_heading","locator","unit_type","context_stem","excerpt","paraphrase","modal_register","stated_bar","duplicate_of","removal_candidate","transition_id","prior_unit_id","prior_stated_bar","prior_counterpart_excerpt","prior_modal_register","cosmetic_split"
"ANT-RSP-v3-1-0088","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Capability or usage threshold","table_cell","Row: Automated R&D in key domains; Column: Capability or usage threshold","We would consider scenario (2) to have occurred where (a) we observe or expect double the rate of progress in AI aggregate capabilities compared to the rate we'd expect in the absence of significant AI contributions to AI R&D and (b) it is plausible that this doubling is substantially attributable to the automation of research and/or engineering (as opposed to other factors, such as increased headcount, compute, or general productivity), such that continuation of the trend in AI progress could lead to even greater acceleration.","Scenario 2 is defined as observing/expecting a doubling of AI progress rate plausibly due to automation of research/engineering rather than other factors, potentially leading to further acceleration.","conditional","double the rate of progress","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0071","compress two years of 2018–2024 AI progress into a single year","Our working operationalization is to trigger this risk threshold at the point where we determine that a model could compress two years of 2018 – 2024 AI progress into a single year.","mandatory","false"
"ANT-RSP-v3-1-0089","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Capability or usage threshold","table_cell","Row: Automated R&D in key domains; Column: Capability or usage threshold","This capability threshold is intended to reflect our definition of highly capable models (see Section 3.6).","This threshold reflects the framework's definition of highly capable models.","none","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0072","NONE","This capability threshold is intended to reflect our definition of highly capable models (see Section 3.6). It may be sensible to add earlier, and/or easier-to-measure, thresholds that trigger less demanding versions of the mitigations for this threshold.","conditional","true"
"ANT-RSP-v3-1-0090","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Capability or usage threshold","table_cell","Row: Automated R&D in key domains; Column: Capability or usage threshold","It may be sensible to add earlier, and/or easier-to-measure, thresholds that trigger less demanding versions of the mitigations for this threshold.","Additional earlier or more measurable thresholds triggering lighter mitigations might be added.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0072","NONE","This capability threshold is intended to reflect our definition of highly capable models (see Section 3.6). It may be sensible to add earlier, and/or easier-to-measure, thresholds that trigger less demanding versions of the mitigations for this threshold.","conditional","true"
"ANT-RSP-v3-1-0091","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","fn4","footnote","NONE","""Double the rate of progress"" means ""as much progress in one year as one would see in two years at baseline.""","Double the rate of progress is defined as achieving in one year what would normally take two years.","none","double the rate of progress","NONE","false","ANT-RSP-v3-0_v3-1","NONE","NONE","NONE","NONE","false"
"ANT-RSP-v3-1-0092","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","fn4","footnote","NONE","For example, if baseline progress involved a 3x scaleup in compute and a 3x improvement in algorithmic efficiency (for a 9x ""effective scaleup""), ""double the rate of progress"" would entail something like an 81x effective scaleup.","Example: baseline 9x effective scaleup would correspond to about 81x effective scaleup under double-rate progress.","none","81x effective scaleup","NONE","false","ANT-RSP-v3-0_v3-1","NONE","NONE","NONE","NONE","false"
"ANT-RSP-v3-1-0093","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","fn4","footnote","NONE","This is not the same idea as ""doubling researchers' productivity,"" since doubling inputs does not necessarily double the rate of progress.","Doubling the rate of progress differs from doubling researcher productivity, since input doubling doesn't necessarily double progress rate.","none","NONE","NONE","false","ANT-RSP-v3-0_v3-1","NONE","NONE","NONE","NONE","false"
"ANT-RSP-v3-1-0094","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—our plan as a company / bullet 1","bullet","We will:","Resource and complete significant ""moonshot R&D for security"" projects, to explore ambitious and possibly unconventional ways to achieve unprecedented levels of security against the world's best-resourced attackers.","Commitment to fund and complete ambitious moonshot security R&D projects targeting unprecedented security levels.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0074","NONE","Resource and complete significant ""moonshot R&D for security"" projects, to explore ambitious and possibly unconventional ways to achieve unprecedented levels of security against the world's best-resourced attackers.","mandatory","false"
"ANT-RSP-v3-1-0095","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—our plan as a company / bullet 2","bullet","We will:","Achieve an ""eyes on everything"" state for our internal AI development. We will comprehensively gather, centralize, and maintain logs for all critical AI-development activities, and use AI to analyze them for issues including security threats, concerning behavior by insiders (humans as well as AI systems themselves), and training processes or data that are out of line with the public Constitution that shapes and defines our AI models.","Commitment to achieve comprehensive internal monitoring ('eyes on everything'), logging all critical development activities and using AI to analyze for security threats, insider issues, and Constitution deviations.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0075","NONE","Achieve an ""eyes on everything"" state for our internal AI development. We will comprehensively gather, centralize, and maintain logs for all critical AI-development activities, and use AI to analyze them for issues including security threats, concerning behavior by insiders (humans as well as AI systems themselves), and training processes or data that are out of line with the public Constitution that shapes and defines our AI models.","mandatory","false"
"ANT-RSP-v3-1-0096","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—our plan as a company / bullet 3","bullet","We will:","Perform systematic alignment assessments to examine Claude's behavioral patterns and propensities, meaningfully incorporating mechanistic interpretability and adversarial red-teaming to test our auditing methods.","Commitment to systematic alignment assessments of Claude's behavior using interpretability and adversarial red-teaming.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0076","NONE","Perform systematic alignment assessments to examine Claude's behavioral patterns and propensities, meaningfully incorporating mechanistic interpretability and adversarial red-teaming to test our auditing methods.","mandatory","false"
"ANT-RSP-v3-1-0097","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—our plan as a company / bullet 4","bullet","We will:","Develop our internal red-teaming of our deployment safeguards to the point where our internal red-teaming performs better at finding potential jailbreaks than the collective abilities of the participants in our established bug bounty programs.","Commitment to develop internal red-teaming that outperforms the collective bug-bounty participant pool at finding jailbreaks.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0077","better at finding potential jailbreaks than the collective abilities of the participants in our established bug bounty programs","Develop our internal red-teaming of our deployment safeguards to the point where our internal red-teaming performs better at finding potential jailbreaks than the collective abilities of the participants in our established bug bounty programs.","mandatory","false"
"ANT-RSP-v3-1-0098","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—our plan as a company / bullet 5","bullet","We will:","Publish Risk Reports with the status of, and noteworthy findings from, all of the above, subject to external review by at least one expert, experienced, credible, candid and disinterested external party.","Commitment to publish Risk Reports on the above efforts, subject to review by at least one qualified independent external party.","mandatory","at least one expert","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0078","at least one expert, experienced, credible, candid and disinterested external party","Publish Risk Reports with the status of, and noteworthy findings from, all of the above, subject to external review by at least one expert, experienced, credible, candid and disinterested external party.","mandatory","false"
"ANT-RSP-v3-1-0099","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—our plan as a company","table_cell","Row: Automated R&D in key domains; Column: Mitigations—our plan as a company","We broadly expect to lead the industry in practices that reduce the risks from AI, although we cannot unilaterally make guarantees about the safety level of AI this advanced.","Anthropic expects to lead the industry on risk-reducing practices but cannot guarantee safety at this advanced capability level unilaterally.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0079","NONE","We broadly expect to lead the industry in practices that reduce the risks from AI, although we cannot unilaterally make guarantees about the safety level of AI this advanced.","conditional","false"
"ANT-RSP-v3-1-0100","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","A frontier developer should make a strong argument that: No user or team of users (including those backed by top-tier states) will become significantly more likely to cause catastrophic harm via their usage of product surfaces or via theft of model weights.","Developers should argue that no user or team, including state-backed ones, gains significantly greater catastrophic capability via product use or weight theft.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0080","NONE","A frontier developer should make a strong argument that: No user or team of users (including those backed by top-tier states) will become significantly more likely to cause catastrophic harm via their usage of product surfaces or via theft of model weights.","conditional","false"
"ANT-RSP-v3-1-0101","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","This will likely require similar measures to those listed in row 1, but to a higher standard‚ to the point where even well-resourced and -staffed threat actors would be unlikely to reliably jailbreak models or cause catastrophic harm via unauthorized access to or modification of models (including via stolen or modified model weights).","Similar measures to row 1 are needed but at a higher standard sufficient to resist well-resourced threat actors.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0081","NONE","This will likely require similar measures to those listed in row 1, but to a higher standard‚ to the point where even well-resourced and -staffed threat actors would be unlikely to reliably jailbreak models or cause catastrophic harm via unauthorized access to or modification of models (including via stolen or modified model weights).","conditional","false"
"ANT-RSP-v3-1-0102","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","Accomplishing this would likely mean security roughly in line with RAND SL4. Security requirements would be calibrated to defend against the strongest plausible threat actors who are not bound by a credible industry-wide safety regime.","This implies RAND SL4-level security, calibrated to the strongest unbound plausible threat actors.","conditional","RAND SL4","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0082","RAND SL4","Accomplishing this would likely mean security roughly in line with RAND SL4. Security requirements would be calibrated to defend against the strongest plausible threat actors who are not bound by a credible industry-wide safety regime.","conditional","false"
"ANT-RSP-v3-1-0103","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","Actors subject to such a regime would not need to be treated as threats to each other's model weights.","Developers covered by a credible governance regime need not treat each other as weight-theft threats.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0083","NONE","Actors subject to such a regime would not need to be treated as threats to each other's model weights.","conditional","false"
"ANT-RSP-v3-1-0104","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","Even malicious employees and other insiders with maximal levels of access will not be significantly enabled to cause catastrophic harm.","Even maximally-privileged malicious insiders should not gain significant ability to cause catastrophic harm.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0084","NONE","Even malicious employees and other insiders with maximal levels of access will not be significantly enabled to cause catastrophic harm. This requires (among other things) accounting for internal tools that are less restricted than product surfaces, and for the possibility of unauthorized modification of models.","conditional","true"
"ANT-RSP-v3-1-0105","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","This requires (among other things) accounting for internal tools that are less restricted than product surfaces, and for the possibility of unauthorized modification of models.","This requires accounting for less-restricted internal tools and possible unauthorized model modification.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0084","NONE","Even malicious employees and other insiders with maximal levels of access will not be significantly enabled to cause catastrophic harm. This requires (among other things) accounting for internal tools that are less restricted than product surfaces, and for the possibility of unauthorized modification of models.","conditional","true"
"ANT-RSP-v3-1-0106","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","This will likely require an internal Usage Policy and strong internal compartmentalization, controls and/or monitoring to restrict the ability of employees and contractors (up to and including the company's CEO as well as its most privileged technical employees) to circumvent the Usage Policy.","An internal Usage Policy with strong compartmentalization and controls is needed to prevent even the CEO or top technical employees from circumventing it.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0085","NONE","This will likely require an internal Usage Policy and strong internal compartmentalization, controls and/or monitoring to restrict the ability of employees and contractors (up to and including the company's CEO as well as its most privileged technical employees) to circumvent the Usage Policy.","conditional","false"
"ANT-RSP-v3-1-0107","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","AI models have not been deliberately or inadvertently trained with dangerous goals, or are otherwise unlikely to autonomously cause catastrophic harm.","Models must not have been trained with dangerous goals, deliberately or inadvertently, and are otherwise unlikely to autonomously cause catastrophic harm.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0086","NONE","AI models have not been deliberately or inadvertently trained with dangerous goals, or are otherwise unlikely to autonomously cause catastrophic harm.","conditional","false"
"ANT-RSP-v3-1-0108","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","This will likely require similar measures to those listed above under ""High-stakes sabotage opportunities"" (some combination of internal compartmentalization, restriction and code review; monitoring AI behavior; and evidence that AI models lack the propensity to deceive and manipulate users), but to a greater degree.","Similar measures to the sabotage row apply here but to a greater degree.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0087","NONE","This will likely require similar measures to those listed above under ""High-stakes sabotage opportunities"" (some combination of internal compartmentalization, restriction and code review; monitoring AI behavior; and evidence that AI models lack the propensity to deceive and manipulate users), but to a greater degree.","conditional","false"
"ANT-RSP-v3-1-0109","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","Table (Capability/Usage Thresholds)","Table 1 / Automated R&D in key domains / Mitigations—ambitious industry-wide recommendations","table_cell","Row: Automated R&D in key domains; Column: Mitigations—ambitious industry-wide recommendations","In particular, at this point AI systems might be responsible for much of the research and analysis that underpins risk assessment, and might have strong capabilities for deception, manipulation and obfuscation of evidence, in which case analyses of threats from AIs should follow very high evidentiary standards with thorough and careful analysis of the possibility that much of the key evidence is suspect due to the possibility of manipulation by AI systems.","Because AI may underpin risk-assessment research and could have strong deceptive capabilities, threat analyses should apply very high evidentiary standards accounting for possible evidence manipulation.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0088","NONE","In particular, at this point AI systems might be responsible for much of the research and analysis that underpins risk assessment, and might have strong capabilities for deception, manipulation and obfuscation of evidence, in which case analyses of threats from AIs should follow very high evidentiary standards with thorough and careful analysis of the possibility that much of the key evidence is suspect due to the possibility of manipulation by AI systems.","conditional","false"
"ANT-RSP-v3-1-0110","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","We will maintain a Frontier Safety Roadmap laying out ambitious but achievable goals for improving our risk mitigations—charting our progress as a company and raising the bar over time.","The Frontier Safety Roadmap will set ambitious, achievable risk-mitigation goals and track progress over time.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0089","NONE","We will maintain a Frontier Safety Roadmap laying out ambitious but achievable goals for improving our risk mitigations—charting our progress as a company and raising the bar over time.","mandatory","false"
"ANT-RSP-v3-1-0111","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","Maintaining and reporting on this Roadmap is part of our work under the RSP.","Maintaining and reporting the Roadmap is part of RSP obligations.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0090","NONE","Maintaining and reporting on this Roadmap is part of our work under the RSP. It will be shared with all full-time employees as well as our Board of Directors (Board) and Long-Term Benefit Trust (LTBT), and published in redacted form.","mandatory","true"
"ANT-RSP-v3-1-0112","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","It will be shared with all full-time employees as well as our Board of Directors (Board) and Long-Term Benefit Trust (LTBT), and published in redacted form.","The Roadmap will be shared internally with employees, the Board, and the LTBT, and published externally in redacted form.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0090","NONE","Maintaining and reporting on this Roadmap is part of our work under the RSP. It will be shared with all full-time employees as well as our Board of Directors (Board) and Long-Term Benefit Trust (LTBT), and published in redacted form.","mandatory","true"
"ANT-RSP-v3-1-0113","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","We will provide updates on whether we achieve the goals, and set new goals when we do.","Anthropic will report on goal achievement and set new goals as prior ones are met.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0091","NONE","We will provide updates on whether we achieve the goals, and set new goals when we do.","mandatory","false"
"ANT-RSP-v3-1-0114","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","Our Frontier Safety Roadmap is subject to change.","The Roadmap may change over time.","none","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0092","NONE","Our Frontier Safety Roadmap is subject to change. Some changes may simply reflect our evolving understanding of how best to mitigate key risks.","conditional","true"
"ANT-RSP-v3-1-0115","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","Some changes may simply reflect our evolving understanding of how best to mitigate key risks.","Changes to the Roadmap may reflect evolving understanding of risk mitigation.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0092","NONE","Our Frontier Safety Roadmap is subject to change. Some changes may simply reflect our evolving understanding of how best to mitigate key risks.","conditional","true"
"ANT-RSP-v3-1-0116","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","However, we will strive to avoid situations where we revise the goals in a less ambitious direction simply because we are unable to achieve them.","Anthropic will try to avoid weakening goals merely because they proved hard to achieve.","aspirational","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0093","NONE","However, we will strive to avoid situations where we revise the goals in a less ambitious direction simply because we are unable to achieve them.","aspirational","false"
"ANT-RSP-v3-1-0117","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","By establishing this expectation, we hope to create a forcing function for work that would otherwise be challenging to appropriately prioritize and resource, as it requires collaboration (and in some cases sacrifices) from multiple parts of the company and can be at cross-purposes with immediate competitive and commercial priorities.","This expectation is meant to force prioritization of cross-company collaborative work that competes with commercial priorities.","aspirational","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0094","NONE","By establishing this expectation, we hope to create a forcing function for work that would otherwise be challenging to appropriately prioritize and resource, as it requires collaboration (and in some cases sacrifices) from multiple parts of the company and can be at cross-purposes with immediate competitive and commercial priorities.","aspirational","false"
"ANT-RSP-v3-1-0118","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","Publishing our Frontier Safety Roadmap may also help inform broader industry and policy discussions on AI safety.","Publishing the Roadmap could contribute to wider industry and policy discussions on AI safety.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0095","NONE","Publishing our Frontier Safety Roadmap may also help inform broader industry and policy discussions on AI safety.","conditional","false"
"ANT-RSP-v3-1-0119","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","Our current Frontier Safety Roadmap is available at anthropic.com/responsible-scaling-policy/roadmap.","The current Roadmap is published at a specified URL.","none","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0096","NONE","Our current Frontier Safety Roadmap is available at anthropic.com/responsible-scaling-policy/roadmap. We will also keep past Roadmaps available at that link.","mandatory","true"
"ANT-RSP-v3-1-0120","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","2. Frontier Safety Roadmap","2","paragraph","NONE","We will also keep past Roadmaps available at that link.","Past Roadmap versions will remain available at the same link.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0096","NONE","Our current Frontier Safety Roadmap is available at anthropic.com/responsible-scaling-policy/roadmap. We will also keep past Roadmaps available at that link.","mandatory","true"
"ANT-RSP-v3-1-0121","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3. Risk Reports","3","paragraph","NONE","We will publish Risk Reports discussing the risks of our systems and how we have made determinations about whether to continue AI development and deployment in light of the risks.","Anthropic will publish Risk Reports that discuss system risks and the determinations made about continuing AI development and deployment.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0097","NONE","We will publish Risk Reports discussing the risks of our systems and how we have made determinations about whether to continue AI development and deployment in light of the risks.","mandatory","false"
"ANT-RSP-v3-1-0122","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3. Risk Reports","3","paragraph","NONE","These have significant content in common with system cards, but we are adding additional structure and process aimed at presenting our overall assessments of risk.","Risk Reports overlap with system cards but include added structure and process for presenting overall risk assessments.","none","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0098","NONE","These have significant content in common with system cards, but we are adding additional structure and process aimed at presenting our overall assessments of risk.","none","false"
"ANT-RSP-v3-1-0123","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1","paragraph","NONE","A Risk Report will cover all publicly deployed models at the time of its publication.","Each Risk Report will cover all models publicly deployed as of its publication date.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0099","NONE","Scope. A Risk Report will cover all publicly deployed models at the time of its publication.","mandatory","false"
"ANT-RSP-v3-1-0124","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1","paragraph","NONE","It will also cover internally deployed models when we determine that these models could pose significant risks beyond those posed by models that are covered by a prior Risk Report.","Internally deployed models will also be covered if they are judged to pose significant risks not already addressed in a prior Risk Report.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0100","NONE","It will also cover internally deployed models when we determine that these models could pose significant risks above and beyond those posed by our public models.","mandatory","false"
"ANT-RSP-v3-1-0125","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1","paragraph","NONE","While there are a variety of reasons we might classify an internal model this way, this will—at a minimum—include any internal models that we are deploying for large-scale, fully autonomous research.","At minimum, internal models used for large-scale fully autonomous research will be classified as posing significant risk.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0101","NONE","While there are a variety of reasons we might classify an internal model this way, this will—at a minimum—include any internal models that we are deploying for large-scale, fully autonomous research.","mandatory","false"
"ANT-RSP-v3-1-0126","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1","paragraph","NONE","Models fitting the above description are abbreviated below as ""in-scope models.""","Models meeting the described criteria are termed ""in-scope models"" in the document.","none","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0102","NONE","Models fitting the above description are abbreviated below as ""in-scope models.""","none","false"
"ANT-RSP-v3-1-0127","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1","paragraph","NONE","We may also voluntarily include additional models in a Risk Report, e.g., to contribute to general discourse, but such inclusion does not expand the commitments below.","Additional models may be voluntarily included in a Risk Report without expanding the stated commitments.","conditional","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0103","NONE","We may also voluntarily include additional models in a Risk Report, e.g., to contribute to general discourse, but such inclusion does not expand the commitments below.","conditional","false"
"ANT-RSP-v3-1-0128","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1","paragraph","NONE","We will publish a Risk Report every 3-6 months.","Risk Reports will be published on a 3-6 month cadence.","mandatory","3-6 months","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0104","3-6 months","Timing. We will publish a Risk Report every 3-6 months.","mandatory","false"
"ANT-RSP-v3-1-0129","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1","paragraph","NONE","Note that unlike system cards, Risk Reports will not be published with each new model release.","Unlike system cards, Risk Reports are not tied to each new model release.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0105","NONE","Note that unlike system cards, Risk Reports will not be published with each new model release.","mandatory","false"
"ANT-RSP-v3-1-0130","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1 / bullet 1","bullet","Additionally:","When we publicly deploy a model that we determine is significantly more capable than any of the models covered in the most recent Risk Report, we will publish a discussion (in our System Card or elsewhere) of how that model's capabilities and propensities affect or change analysis in the Risk Report.","If a newly publicly deployed model is significantly more capable than any model in the latest Risk Report, a discussion of its impact on the analysis will be published.","mandatory","NONE","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0106","NONE","When we publicly deploy a model that we determine is significantly more capable than any of the models covered in the most recent Risk Report, we will publish a discussion (in our System Card or elsewhere) of how that model's capabilities and propensities affect or change analysis in the Risk Report.","mandatory","false"
"ANT-RSP-v3-1-0131","Anthropic","ANT-RSP-v3-1","Version 3.1","2026","3.1. Scope and Timing","3.1 / bullet 2","bullet","Additionally:","Within 30 days of determining that we have an internally deployed model that is in-scope (per the description above), we will publish a discussion (in a System Card or elsewhere) of how that model's capabilities and propensities affect or change the analysis in the Risk Report.","Within 30 days of identifying an in-scope internally deployed model, a discussion of its effect on the Risk Report analysis will be published.","mandatory","30 days","NONE","false","ANT-RSP-v3-0_v3-1","ANT-RSP-v3-0-0107","30 days","Within 30 days of determining that we have an internally deployed model that is in-scope (per the description above), we will publish a discussion (in a System Card or elsewhere) of how that model's capabilities and propensities affect or change the analysis in the Risk Report.","mandatory","false"
